1.000000,68.000000,0.650000,0.884000,1.000000,-3.557000,1.000000,0.032600,0.048200,0.154000,0.135000,0.377000,125.998000,200952.000000,0.000000
2.000000,59.000000,0.588000,0.623000,11.000000,-8.027000,0.000000,0.030400,0.000288,0.451000,0.184000,0.169000,135.993000,417188.000000,0.000000
3.000000,61.000000,0.577000,0.880000,6.000000,-2.916000,1.000000,0.035700,0.335000,0.896000,0.143000,0.259000,127.951000,204375.000000,0.000000
4.000000,60.000000,0.795000,0.724000,11.000000,-6.532000,0.000000,0.086100,0.404000,0.000002,0.374000,0.445000,123.998000,219024.000000,0.000000
5.000000,62.000000,0.557000,0.703000,8.000000,-2.062000,0.000000,0.027700,0.203000,0.000156,0.092700,0.228000,150.037000,233600.000000,0.000000
6.000000,64.000000,0.590000,0.647000,6.000000,-5.060000,0.000000,0.033000,0.008070,0.000043,0.092100,0.390000,127.979000,192307.000000,0.000000
7.000000,50.000000,0.552000,0.837000,6.000000,-5.567000,1.000000,0.034500,0.072500,0.087400,0.074900,0.317000,116.033000,259440.000000,0.000000
8.000000,71.000000,0.813000,0.777000,5.000000,-4.355000,0.000000,0.082800,0.066300,0.042100,0.078500,0.579000,125.065000,213211.000000,0.000000
9.000000,69.000000,0.766000,0.948000,0.000000,-5.351000,0.000000,0.063400,0.205000,0.144000,0.048100,0.676000,123.967000,157208.000000,0.000000
10.000000,61.000000,0.467000,0.975000,1.000000,-3.213000,0.000000,0.050200,0.040000,0.054100,0.116000,0.469000,175.952000,188182.000000,0.000000
11.000000,67.000000,0.695000,0.797000,7.000000,-5.199000,1.000000,0.054800,0.002590,0.112000,0.664000,0.297000,124.972000,237051.000000,0.000000
12.000000,60.000000,0.562000,0.955000,5.000000,-2.624000,0.000000,0.039900,0.077200,0.000061,0.153000,0.316000,125.014000,159112.000000,0.000000
13.000000,56.000000,0.871000,0.893000,5.000000,-3.774000,1.000000,0.040300,0.474000,0.852000,0.089100,0.657000,126.016000,184762.000000,0.000000
14.000000,55.000000,0.602000,0.867000,8.000000,-5.221000,0.000000,0.104000,0.029900,0.000039,0.138000,0.496000,125.880000,201190.000000,0.000000
15.000000,66.000000,0.639000,0.973000,10.000000,-4.644000,0.000000,0.107000,0.004030,0.003360,0.336000,0.168000,130.046000,224769.000000,0.000000
16.000000,53.000000,0.704000,0.738000,1.000000,-4.963000,0.000000,0.035800,0.021200,0.359000,0.066700,0.909000,128.007000,187500.000000,0.000000
17.000000,63.000000,0.791000,0.679000,6.000000,-6.879000,1.000000,0.051100,0.012900,0.092100,0.364000,0.730000,121.993000,230720.000000,0.000000
18.000000,53.000000,0.628000,0.869000,6.000000,-6.578000,0.000000,0.051000,0.031200,0.007680,0.137000,0.446000,131.042000,236333.000000,0.000000
19.000000,50.000000,0.756000,0.833000,2.000000,-7.046000,1.000000,0.041100,0.003810,0.863000,0.061900,0.141000,124.006000,233435.000000,0.000000
20.000000,54.000000,0.791000,0.737000,5.000000,-5.291000,0.000000,0.053100,0.005410,0.648000,0.217000,0.392000,125.022000,131315.000000,0.000000
21.000000,55.000000,0.625000,0.819000,1.000000,-5.673000,0.000000,0.110000,0.010200,0.000135,0.268000,0.227000,130.014000,223500.000000,0.000000
22.000000,53.000000,0.658000,0.938000,11.000000,-4.305000,1.000000,0.058900,0.001650,0.037900,0.851000,0.645000,124.956000,240773.000000,0.000000
23.000000,53.000000,0.591000,0.913000,4.000000,-3.443000,0.000000,0.047900,0.027700,0.000000,0.240000,0.660000,126.997000,175984.000000,0.000000
24.000000,56.000000,0.792000,0.831000,11.000000,-4.585000,1.000000,0.044600,0.001440,0.495000,0.128000,0.060300,126.991000,175748.000000,0.000000
25.000000,78.000000,0.738000,0.868000,11.000000,-4.373000,0.000000,0.073100,0.038900,0.001710,0.388000,0.336000,122.003000,212640.000000,0.000000
26.000000,54.000000,0.811000,0.725000,11.000000,-10.838000,0.000000,0.214000,0.057700,0.001310,0.530000,0.839000,115.009000,192011.000000,0.000000
27.000000,69.000000,0.624000,0.923000,9.000000,-5.449000,0.000000,0.033500,0.026800,0.000228,0.050900,0.402000,124.994000,157452.000000,0.000000
28.000000,53.000000,0.580000,0.995000,11.000000,-1.719000,0.000000,0.075400,0.001920,0.059400,0.247000,0.111000,128.004000,262750.000000,0.000000
29.000000,58.000000,0.677000,0.846000,8.000000,-5.361000,1.000000,0.056700,0.044000,0.000000,0.198000,0.528000,122.025000,204587.000000,0.000000
30.000000,60.000000,0.594000,0.971000,1.000000,-3.504000,0.000000,0.045200,0.010800,0.107000,0.110000,0.967000,124.031000,173807.000000,0.000000
31.000000,53.000000,0.797000,0.871000,8.000000,-2.275000,1.000000,0.035300,0.186000,0.026300,0.077500,0.653000,127.013000,169759.000000,0.000000
32.000000,51.000000,0.700000,0.826000,11.000000,-7.255000,0.000000,0.058300,0.021900,0.035200,0.081800,0.255000,125.996000,274286.000000,0.000000
33.000000,52.000000,0.527000,0.914000,7.000000,-3.423000,1.000000,0.047500,0.011300,0.908000,0.093300,0.522000,127.957000,252025.000000,0.000000
34.000000,59.000000,0.557000,0.841000,7.000000,-2.472000,0.000000,0.042600,0.106000,0.000000,0.337000,0.188000,127.977000,241875.000000,0.000000
35.000000,66.000000,0.810000,0.900000,2.000000,-3.912000,1.000000,0.046600,0.000683,0.794000,0.308000,0.111000,123.001000,154146.000000,0.000000
36.000000,68.000000,0.489000,0.641000,11.000000,-7.011000,0.000000,0.032000,0.005980,0.020100,0.122000,0.587000,108.901000,211885.000000,0.000000
37.000000,52.000000,0.711000,0.987000,1.000000,-2.749000,1.000000,0.125000,0.070200,0.006810,0.069900,0.558000,126.003000,191429.000000,0.000000
38.000000,70.000000,0.815000,0.669000,6.000000,-7.966000,0.000000,0.035500,0.024200,0.015200,0.311000,0.317000,121.984000,199656.000000,0.000000
39.000000,85.000000,0.501000,0.519000,4.000000,-5.880000,0.000000,0.040900,0.109000,0.000000,0.454000,0.168000,133.990000,195707.000000,0.000000
40.000000,53.000000,0.634000,0.673000,11.000000,-4.183000,0.000000,0.065400,0.105000,0.000000,0.702000,0.327000,129.998000,216667.000000,0.000000
41.000000,63.000000,0.814000,0.951000,11.000000,-1.981000,1.000000,0.071500,0.011800,0.000000,0.628000,0.264000,104.003000,173077.000000,0.000000
42.000000,62.000000,0.596000,0.905000,8.000000,-3.456000,0.000000,0.051500,0.074300,0.001680,0.128000,0.692000,144.981000,223469.000000,0.000000
